Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,key pressed,builtin rt,end_time,start_time,response,
131,1601311096996,28/09/2020 16:38:16,1601311097463,2,28/09/2020 18:38:17,26806,3,task-wu2f,,6990647,5f385a9095dbf4357d3abc28,2016743,,complete,,5f720f47aa08360d07d43d6d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,8601.004999945872,,,,,,
1,1601310918275,28/09/2020 16:35:18,1601310918173,2,28/09/2020 18:35:18,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,13971,32,13973.490000003949,1601310918171,1601310904200,,
2,1601310926278,28/09/2020 16:35:26,1601310926252,2,28/09/2020 18:35:26,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,8064,32,8078.110000002198,1601310926252,1601310918188,,
3,1601310945582,28/09/2020 16:35:45,1601310945542,2,28/09/2020 18:35:45,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,19288,32,19302.299999981187,1601310945542,1601310926254,,
4,1601310954817,28/09/2020 16:35:54,1601310954776,2,28/09/2020 18:35:54,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,9231,32,9233.30999998143,1601310954776,1601310945545,,
5,1601310967967,28/09/2020 16:36:07,1601310967766,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,12988,32,12988.840000005439,1601310967766,1601310954778,,
6,1601310981864,28/09/2020 16:36:21,1601310981798,2,28/09/2020 18:36:21,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,14029,32,14029.224999947473,1601310981798,1601310967769,,
7,1601310982114,28/09/2020 16:36:22,1601310981801,2,28/09/2020 18:36:21,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
8,1601310987885,28/09/2020 16:36:27,1601310987674,2,28/09/2020 18:36:27,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,5869.8699999949895,32,,,,,
9,1601310990697,28/09/2020 16:36:30,1601310990660,2,28/09/2020 18:36:30,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2983.020000043325,32,,,,,
10,1601310995752,28/09/2020 16:36:35,1601310995574,2,28/09/2020 18:36:35,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,4910.584999946877,32,,,,,
11,1601311002139,28/09/2020 16:36:42,1601311002101,2,28/09/2020 18:36:42,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6524.109999998473,32,,,,,
12,1601311002248,28/09/2020 16:36:42,1601311002104,2,28/09/2020 18:36:42,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
13,1601311005743,28/09/2020 16:36:45,1601311005691,2,28/09/2020 18:36:45,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,3585.5299999821,32,,,,,
14,1601311013573,28/09/2020 16:36:53,1601311013531,2,28/09/2020 18:36:53,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,7836.97000000393,32,,,,,
15,1601311013651,28/09/2020 16:36:53,1601311013534,2,28/09/2020 18:36:53,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
16,1601311016706,28/09/2020 16:36:56,1601311016644,2,28/09/2020 18:36:56,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,3109,32,3109.1250000172295,1601311016644,1601311013535,,
17,1601311016798,28/09/2020 16:36:56,1601311016647,2,28/09/2020 18:36:56,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
18,1601311016798,28/09/2020 16:36:56,1601311016648,2,28/09/2020 18:36:56,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
19,1601311016798,28/09/2020 16:36:56,1601311016649,2,28/09/2020 18:36:56,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
20,1601311016798,28/09/2020 16:36:56,1601311016651,2,28/09/2020 18:36:56,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
21,1601311018301,28/09/2020 16:36:58,1601311018265,2,28/09/2020 18:36:58,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,1509,40,1508.5349999717437,1601311018161,1601311016652,,
22,1601311018380,28/09/2020 16:36:58,1601311018266,2,28/09/2020 18:36:58,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
23,1601311018926,28/09/2020 16:36:58,1601311018889,2,28/09/2020 18:36:58,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,518,40,517.1700000064448,1601311018785,1601311018267,,
24,1601311019286,28/09/2020 16:36:59,1601311019255,2,28/09/2020 18:36:59,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,257,40,257.48000002931803,1601311019149,1601311018892,,
25,1601311020243,28/09/2020 16:37:00,1601311020209,2,28/09/2020 18:37:00,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,847,40,846.819999977015,1601311020105,1601311019258,,
26,1601311020594,28/09/2020 16:37:00,1601311020551,2,28/09/2020 18:37:00,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,238,40,237.3399999924004,1601311020449,1601311020211,,
27,1601311020924,28/09/2020 16:37:00,1601311020871,2,28/09/2020 18:37:00,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,213,40,212.52499998081475,1601311020766,1601311020553,,
28,1601311021270,28/09/2020 16:37:01,1601311021240,2,28/09/2020 18:37:01,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,262,40,262.12499995017424,1601311021135,1601311020873,,
29,1601311021622,28/09/2020 16:37:01,1601311021571,2,28/09/2020 18:37:01,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,224,40,223.40499999700114,1601311021466,1601311021242,,
30,1601311021872,28/09/2020 16:37:01,1601311021834,2,28/09/2020 18:37:01,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,159,40,158.79999997559935,1601311021732,1601311021573,,
31,1601311022107,28/09/2020 16:37:02,1601311022070,2,28/09/2020 18:37:02,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,132,40,131.93999999202788,1601311021968,1601311021836,,
32,1601311022294,28/09/2020 16:37:02,1601311022270,2,28/09/2020 18:37:02,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,93,40,93.46499998355284,1601311022165,1601311022072,,
33,1601311022513,28/09/2020 16:37:02,1601311022462,2,28/09/2020 18:37:02,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,88,40,87.5499999965541,1601311022360,1601311022272,,
34,1601311022716,28/09/2020 16:37:02,1601311022676,2,28/09/2020 18:37:02,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,109,40,108.26000000815839,1601311022574,1601311022465,,
35,1601311022919,28/09/2020 16:37:02,1601311022884,2,28/09/2020 18:37:02,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,104,40,103.70499995769933,1601311022783,1601311022679,,
36,1601311023122,28/09/2020 16:37:03,1601311023086,2,28/09/2020 18:37:03,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,98,40,97.35499997623265,1601311022985,1601311022887,,
37,1601311023436,28/09/2020 16:37:03,1601311023294,2,28/09/2020 18:37:03,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,106,40,105.19500001100823,1601311023193,1601311023087,,
38,1601311023548,28/09/2020 16:37:03,1601311023506,2,28/09/2020 18:37:03,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,104,40,104.11000001477078,1601311023401,1601311023297,,
39,1601311023814,28/09/2020 16:37:03,1601311023686,2,28/09/2020 18:37:03,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,77,40,76.43499999539927,1601311023586,1601311023509,,
40,1601311023952,28/09/2020 16:37:03,1601311023892,2,28/09/2020 18:37:03,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,101,40,99.99499999685213,1601311023789,1601311023688,,
41,1601311024123,28/09/2020 16:37:04,1601311024072,2,28/09/2020 18:37:04,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,74,40,73.7700000172481,1601311023968,1601311023894,,
42,1601311025032,28/09/2020 16:37:05,1601311024994,2,28/09/2020 18:37:04,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,819,40,818.3600000338629,1601311024892,1601311024073,,
43,1601311025252,28/09/2020 16:37:05,1601311025220,2,28/09/2020 18:37:05,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,122,40,121.25999998534098,1601311025118,1601311024996,,
44,1601311025486,28/09/2020 16:37:05,1601311025439,2,28/09/2020 18:37:05,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,115,40,114.01000001933426,1601311025336,1601311025221,,
45,1601311025689,28/09/2020 16:37:05,1601311025649,2,28/09/2020 18:37:05,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,105,40,103.86000003200024,1601311025545,1601311025440,,
46,1601311025892,28/09/2020 16:37:05,1601311025838,2,28/09/2020 18:37:05,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,86,40,84.99499998288229,1601311025736,1601311025650,,
47,1601311026126,28/09/2020 16:37:06,1601311026034,2,28/09/2020 18:37:06,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,92,40,91.99500002432615,1601311025932,1601311025840,,
48,1601311026283,28/09/2020 16:37:06,1601311026238,2,28/09/2020 18:37:06,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,101,40,101.22999997111037,1601311026137,1601311026036,,
49,1601311026506,28/09/2020 16:37:06,1601311026455,2,28/09/2020 18:37:06,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,109,40,108.25500002829358,1601311026350,1601311026241,,
50,1601311026678,28/09/2020 16:37:06,1601311026642,2,28/09/2020 18:37:06,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,83,40,82.90500001749024,1601311026540,1601311026457,,
51,1601311026897,28/09/2020 16:37:06,1601311026857,2,28/09/2020 18:37:06,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,109,40,108.08500001439825,1601311026753,1601311026644,,
52,1601311027100,28/09/2020 16:37:07,1601311027063,2,28/09/2020 18:37:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,103,40,103.28999999910593,1601311026962,1601311026859,,
53,1601311027319,28/09/2020 16:37:07,1601311027266,2,28/09/2020 18:37:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,97,40,96.31500003160909,1601311027163,1601311027066,,
54,1601311027537,28/09/2020 16:37:07,1601311027488,2,28/09/2020 18:37:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,116,40,115.5750000034459,1601311027385,1601311027269,,
55,1601311027741,28/09/2020 16:37:07,1601311027694,2,28/09/2020 18:37:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,100,40,99.2850000038743,1601311027591,1601311027491,,
56,1601311027963,28/09/2020 16:37:07,1601311027917,2,28/09/2020 18:37:07,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,118,40,117.61999997543171,1601311027814,1601311027696,,
57,1601311028166,28/09/2020 16:37:08,1601311028126,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,102,40,101.98000003583729,1601311028022,1601311027920,,
58,1601311028369,28/09/2020 16:37:08,1601311028332,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,102,40,101.87499999301508,1601311028230,1601311028128,,
59,1601311028448,28/09/2020 16:37:08,1601311028335,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
60,1601311028448,28/09/2020 16:37:08,1601311028336,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
61,1601311028588,28/09/2020 16:37:08,1601311028542,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,105,40,104.85999996308237,1601311028441,1601311028336,,
62,1601311028666,28/09/2020 16:37:08,1601311028545,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
63,1601311028822,28/09/2020 16:37:08,1601311028761,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,114,40,113.34999999962747,1601311028660,1601311028546,,
64,1601311029026,28/09/2020 16:37:09,1601311028974,2,28/09/2020 18:37:08,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,106,40,105.150000017602,1601311028868,1601311028762,,
65,1601311029245,28/09/2020 16:37:09,1601311029189,2,28/09/2020 18:37:09,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,109,40,108.50999999092892,1601311029085,1601311028976,,
66,1601311029442,28/09/2020 16:37:09,1601311029396,2,28/09/2020 18:37:09,26806,3,task-wu2f,,6990656,5e9dd5c7a311c013113137ba,2016723,,complete,,5f720df8df52050df3f52e9f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.102,1440x900,1440x821,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,103,40,101.9349999842234,1601311029294,1601311029191,,
